Info_Codice,Info_IDVar,Info_Pack,Tassonomia_Famiglia,Tassonomia_Genere,Tassonomia_Specie,Tassonomia_Varieta,Classificazione_Pianta,Classificazione_Ortaggio,Classificazione_Varieta,Trapianto_Mesi,Distanze_Piante,Distanze_Piante_Range,Distanze_File,Raccolta_Min,Raccolta_Max,Raccolta_Udm,Produzione_Peso,Produzione_Range,Produzione_Udm,Booleans_Perenne,Booleans_Mezzombra,Booleans_F1,Descrizione
H678,456,1,Solanacee,Capsicum,annuum,,Peperoncino,Peperoncino,Jalapeño,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Messico<br>Piccantezza: 30.000 gradi Shu<br>Caratteristiche: il più usato nella cucina messicana per la sua versatilità (si usa anche da verde). <br>Uso: insuperabile da verde abbinato a tartine con formaggio ligth. Molto gustoso sulla pasta o sul riso in bianco. Prende il nome di Chipotle quando viene essiccato al sole ed affumicato."
HPF41,468,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Jamaican Scotch Bonnet,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Jamaica<br>Piccantezza: 200.000 gradi Shu<br>Caratteristiche: frutti dalla caratteristica forma simile a quella di un cappello scozzese. Si colorano dal verde al giallo a maturazione avvenuta.<br>Uso: molto piccante, immancabile nella fantastica salsa per il pollo alla Giamaicana (Jamaican Jerk chicken). Profumo simile ad Habanero, molto fruttato."
H695,453,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Mazzetti arancio Stromboli,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 25.000 gradi Shu<br>Caratteristiche: pianta da vaso, produce bellissimi mazzetti di peperoncini di colore arancio di aspetto molto gradevole.<br>Uso: molto ornamentale ma soprattutto commestibile. Piccantezza pungente ma non persistente."
H696,452,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Mazzetti rosso Etna,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 25.000 gradi Shu<br>Caratteristiche: pianta particolarmente adatta alla coltivazione in vaso. Produce bellissimi mazzetti di peperoncini rossi di aspetto molto gradevole. Può sostituire un bel mazzo di fiori.<br>Uso: molto ornamentale e commestibile. Piccantezza pungente ma non persistente."
HPF36,484,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Moruga,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Trinidad & Tobago<br>Piccantezza: 1.500.000 gradi Shu<br>Caratteristiche: originario del distretto di Moruga è stato classifi cato fino al 2013 come il peperoncino più piccante al mondo.<br>Uso: estremamente piccante, alcuni lo definiscono mostruosamente piccante. E’ così potente che la sua polvere è riuscita ad attraversare anche i guanti di lattice. Profumo speziato."
HPF25,451,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Multicolore Chiara tondo,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 20.000 gradi Shu<br>Caratteristiche: bellissima pianta ornamentale molto adatta alla coltivazione in vaso. Forma a cespuglio alta 25/30 cm. Frutti tondi disposti a mazzetto.<br>Uso: i frutti maturano da viola scuro, ad arancio, a rosso contemporaneamente sulla stessa pianta. Coloratissimo!"
HPF24,450,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Multicolore Eureka lungo,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 20.000 gradi Shu<br>Caratteristiche: bellissima pianta adatta per comporre bordure a cespuglio alte 30 cm. Frutti a cornetto lunghi 5 cm.<br>Uso: i frutti maturano da viola scuro, ad arancio, a rosso contemporaneamente sulla stessa pianta. Coloratissimo e non molto piccante!"
HPF38,478,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Naga Morich chocolate,001111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: India<br>Piccantezza: 900.000 gradi Shu<br>Caratteristiche: conosciuto anche con il nome di Habolokia. Il suo aroma fruttato ricorda cioccolato e ciliegie. Frutti pendenti di colore scuro a maturazione avvenuta.<br>Uso: adatto per barbecue e grigliate. Ottimo su carni rosse, ragù e sughi e per salse ed oli piccantissimi."
H683,477,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Naga Morich rosso,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: India<br>Piccantezza: 800.000 gradi Shu<br>Caratteristiche: il suo nome significa “morso di serpente”. Il suo aroma fruttato ricorda albicocche e pere. Frutti pendenti di colore rosso a maturazione avvenuta.<br>Uso: adatto per barbecue e grigliate grazie al suo sapore unico. Ottimo su carni rosse, ragù e sughi. Da provare a pezzetti sulla pasta in bianco."
HPF47,476,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Naga Morich salmone,001111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: India<br>Piccantezza: 600.000 gradi Shu<br>Caratteristiche: frutti dal sapore raffinato e soave. Il suo aroma fruttato ricorda cannella e ciliegie. Frutti di colore salmone a maturazione avvenuta.<br>Uso: adatto per grigliate grazie al suo sapore unico. Ottimo su carni rosse, ragù e sughi e per salse ed oli molto piccanti."
HPF46,469,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Panameño Santana,011111110000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Panama<br>Piccantezza: 300.000 gradi Shu<br>Caratteristiche: pianta ad alberello molto produttiva. Il frutto è molto piccante e a maturazione colora a rosso intenso.<br>Uso: si usa per salse piccanti e sui piatti di riso e legumi cotti. Sminuzzato o a fettine in piatti di carne arrosto o lessa. Da provare sul cioccolato."
HPF22,454,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Pancho Naso del Diavolo,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cile<br>Piccantezza: 30.000 gradi Shu<br>Caratteristiche: pianta iperproduttiva e rustica. Graziosi i frutti a forma di piramide, rossi a maturazione avvenuta.<br>Uso: peperoncino non molto piccante. Adatto al riempimento con tonno e acciuga. Molto gustoso aggiunto crudo a pezzetti sulla pasta o il riso in bianco."
HPF42,467,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Pimenta Da Neyde,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Brasile<br>Piccantezza: 200.000 gradi Shu<br>Caratteristiche: pianta da collezione, varietà rara e molto particolare. I suoi frutti sono molto scuri, quasi neri e quando maturano non cambiano colore. La pianta è alta e produce bellissimi fiori bianco-viola.<br>Uso: frutti piccanti dall’ottimo aroma, ideali per la produzione di polveri. La pianta è speciale per la decorazione dei giardini. Una varietà che non deve mancare nelle collezioni e coltivazioni di peperoncino."
HPF5,455,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Piramid,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Cile<br>Piccantezza: 30.000 gradi Shu<br>Caratteristiche: pianta iperproduttiva e rustica. Graziosi i frutti a forma di piramide, rossi a maturazione avvenuta.<br>Uso: peperoncino non molto piccante. Adatto al riempimento con tonno e acciuga. Molto gustoso aggiunto crudo a pezzetti sulla pasta o il riso in bianco."
HPF50,655,1,Solanacee,Capsicum,pubescens,,Peperoncino,Peperoncino,Rocoto red,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Perù<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: Frutti di bell’aspetto con elevata piccantezza, che ricordano la forma di piccole mele contenenti semi di colore nero. Pianta lussureggiante.<br>Uso: Viene usato in salse, tipici piatti boliviani, sminuzzato, tritato, in piatti di carne arrosto e lessa."
HPF37,480,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Scorpion chocolate,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Trinidad & Tobago<br>Piccantezza: 1.300.000 gradi Shu<br>Caratteristiche: variante a frutto più grande del Trinidad Scorpion. È stato, fino al 2013, il peperoncino più piccante al mondo.<br>Uso: super piccante dal sapore di frutta esotica e straordinario profumo di agrumi. Ottimo per la produzione di polveri ed oli piccantissimi. Si abbina molto bene su carne, pesce e verdure."
H724,482,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Scorpion giallo,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Trinidad & Tobago<br>Piccantezza: 1.300.000 gradi Shu<br>Caratteristiche: pianta molto produttiva con tipici frutti di colore giallo a maturazione avvenuta. Si coltiva benissimo anche in grossi vasi.<br>Uso: sapore di frutta esotica e straordinario profumo di agrumi. Ottimo per la produzione di polveri ed oli piccantissimi. Si abbina molto bene su carne, pesce e verdure."
H723,481,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Scorpion rosso,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Trinidad & Tobago<br>Piccantezza: 1.300.000 gradi Shu<br>Caratteristiche: è stato, fi no al 2013, il peperoncino più piccante al mondo. Lo Scorpione di Trinidad deve il suo nome alla forma del frutto che ricorda la coda di uno scorpione, ma c’è anche chi dice che derivi dal fatto che assaggiare uno scorpion genera un bruciore simile a quello di una puntura di scorpione.<br>Uso: sapore di frutta esotica e straordinario profumo di agrumi. Ottimo per la produzione di polveri ed oli piccantissimi."
HPF40,483,1,Solanacee,Capsicum,chinese,,Peperoncino,Peperoncino,Seven Pots,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Trinidad & Tobago<br>Piccantezza: 1.300.000 gradi Shu<br>Caratteristiche: un mito per gli appassionati di peperoncini piccanti. Il nome “Seven 7 pots” (7 pentole) significa che basta un solo peperoncino per insaporire 7 pentole di stufato.<br>Uso: super piccante dal sapore di frutta esotica e straordinario profumo di agrumi. Ottimo per la produzione di polveri ed oli piccantissimi."
HPF31,462,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Tabasco,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Messico<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: pianta vigorosa e iper produttiva, i frutti maturano con splendidi colori che vanno dal verde chiaro al giallo, dall’arancione al rosso.<br>Uso: è l’ingrediente principale della famosa salsa “Tabasco”. La salsa si ottiene macerando sotto sale i peperoncini tritati, posti in botti di quercia per circa 3 anni."
H290,449,6,Solanacee,Capsicum,annuum,,Peperoncino,Peperoncino,Topepo,011111000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 20.000 gradi Shu<br>Caratteristiche: pianta estremamente produttiva, i frutti maturano a rosso e sono di piccole dimensioni, come una ciliegia.<br>Uso: peperoncino non molto piccante molto impiegato nella cucina italiana adatto al riempimento con tonno ed acciuga e per la conservazione ed il consumo sott’olio."
HPF4,461,1,Solanacee,Capsicum,frutescens,,Peperoncino,Peperoncino,Violetto fuoco nero,011110000000,40,0,100,100,100,giorni,100,0,unità,0,0,0,"Origine: Italia<br>Piccantezza: 50.000 gradi Shu<br>Caratteristiche: bellissima pianta ornamentale con fusto e originali foglie di color viola intenso. Alta 60 cm.<br>Uso: frutti piccanti e pungenti rossi a maturazione, adatti alla essiccazione a pezzi e per la preparazione di salse e polveri piccanti."
H299,253,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Corno giallo,001111000000,40,0,100,90,90,giorni,3000,0,g,0,0,1,"Varietà con frutti lunghi oltre 20 cm e pianta forte, sempre molto produttiva. La polpa è saporita e delicata, di ottima digeribilità. È la tipologia più utilizzata come peperone da cuocere sulla griglia. Ottimo anche sott’aceto e in agrodolce. La varietà Iside F1 (in vaso 10 ed innestato) è naturalmente resistente a virus."
H298,611,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Corno rosso,001111000000,40,0,100,90,90,giorni,3000,0,g,0,0,1,"Varietà con frutti lunghi oltre 20 cm e pianta forte, estremamente produttiva anche in condizioni difficili. La polpa è saporita e delicata, di ottima digeribilità. È la tipologia più utilizzata come peperone da cuocere sulla griglia. Ottimo anche sott’aceto e in agrodolce."
H294,277,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Digeribile citrino salana,001111000000,40,0,100,70,70,giorni,3000,0,g,0,0,1,"Peperone ad alta digeribilità. Ha buccia sottile e croccante e si raccoglie quando è di colore giallo citrino. Ha una buona tolleranza alle scottature ed al marciume apicale. Naturalmente resistente a virus. Ideale in insalata, è gradito anche per sottoaceto e in giardiniera. Si consiglia di concimare abbondantemente e di eliminare i primi frutti quando sono ancora di piccole dimensioni."
H283,258,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Friggitello,001111000000,40,0,100,70,70,giorni,4000,0,g,0,0,1,"Varietà di peperone dolce a ciclo precoce, tra le più soddisfacenti in coltivazione. È il “friariello” tipico della tradizione campana. Produce tantissimi frutti, lunghi circa 10 cm, dalla polpa dolce e saporita. Si utilizzanoprevalentemente allo stato verde, saltati in padella come vuole la tradizione, oppure sottaceto. Si può consumare anche da maturo, quando assume il caratteristico colore rosso."
H281,255,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Giallo,001111000000,40,0,100,90,90,giorni,2500,500,g,0,0,1,"Varietà con frutto giallo squadrato, a polpa dolce, spessa e carnosa. Pianta con ciclo medio precoce, naturalmente resistente a virus. Si consiglia di concimare abbondantemente con sostanza organica all’impianto e di eliminare i primi frutti prodotti quando sono ancora di piccole dimensioni per favorire lo sviluppo vegetativo."
H285,263,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Giallo di Cuneo,001111000000,40,0,100,100,100,giorni,2000,0,g,0,0,1,"Varietà apprezzata dai buongustai, inconfondibile per il sapore dolce e la polpa digeribile, di eccezionale spessore. Consigliata una leggera ombreggiatura in estate per evitare le scottature."
H292,260,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Nostrano Mantovano,001111000000,40,0,100,75,75,giorni,3000,0,g,0,0,0,"Varietà tipica della tradizione lombarda, dalla pianta vigorosa, molto apprezzata in cucina per via del sapore delicato che non si ripropone. Bacche allungate con buccia molto sottile di un bellissimo colore verde chiaro. Si consiglia di concimare abbondantemente."
H284,262,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Nostrano Piacentino,001110000000,40,0,100,75,75,giorni,3000,0,g,0,0,0,"Varietà originale con pianta forte e facile da coltivare, di colore verde chiaro, di alta qualità culinaria. Caratteristico il gusto dolce e l’alta digeribilità della polpa che ha buccia molto sottile. Si consiglia di concimare abbondantemente con sostanza organica all’impianto."
H297,265,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Pescarese,001111000000,40,0,100,90,90,giorni,3000,0,g,0,0,1,"Frutti lunghi oltre 20/25 cm, pianta estremamente produttiva anche in condizioni difficili. La polpa è rossa e molto saporita di ottima digeribilità. Viene consumato fresco o come esaltatore di sapidità nella preparazione di primi e secondi piatti, oltre che di insaccati. Può essere essiccato per il consumo invernale."
H301,256,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Rosso,001111000000,40,0,100,90,90,giorni,2500,500,g,0,0,1,"Nuova varietà a frutto rosso squadrato allungato, di medie dimensioni ed ottima produttività. La polpa è dolce e spessa. Il peperone si giova di concimazioni abbondanti, in particolare subito dopo il trapianto. Eliminare i primi frutti prodotti quando sono ancora di piccole dimensioni. Varietà naturalmente resistente a virus, dotata anche della straordinaria resistenza ai Nematodi."
H289,596,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Rosso di Cuneo,001111000000,40,0,100,100,100,giorni,2000,0,g,0,0,1,"Varietà dotata di pianta vigorosa e bacche di grande dimensioni dal sapore dolce e con polpa spessa. Si consiglia di concimare abbondantemente. Gradita una leggera ombreggiatura in estate per evitare le scottature."
H293,259,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Sigaretta biondo da sottaceto,001111000000,40,0,100,70,70,giorni,200,0,unità,0,0,0,"Varietà di peperone dolce con frutti lunghi circa cm 10-12. Pianta forte, vigorosa ed estremamante produttiva. È la migliore varietà per sott’aceto, ma trova ottimo impiego anche in qualsiasi tipo di insalata mista. Dolce, ha un profumo ed un aroma inconfondibile. Produce anche in situazioni difficili, ottimo in vaso sul balcone."
H282,264,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Topepo da riempire,001111000000,40,0,100,70,70,giorni,2000,0,g,0,0,1,"Peperone tipico della cucina calabrese, con pianta forte e produttiva, naturalmente resistente a Virus. Raccogliere precocemente i primi frutti e concimare abbondantemente nelle prime fasi. I frutti dalla caratteristica forma appiattita sono utilizzati per molte ricette: stufati, fritti, ma anche in pregiate conserve sott’olio e sott’aceto. Twisterè naturalmente resistente a virus TSWV."
H300,257,6,Solanacee,Capsicum,annuum,,Peperone,Peperone,Verde,001111000000,40,0,100,80,80,giorni,3000,0,g,0,0,1,"Varietà di peperone molto produttiva, ideale per raccolta a frutto ancora immaturo verde, quando è già di ottima qualità. Frutto squadrato allungato, di buone dimensioni. Il peperone si giova di concimazioni abbondanti al trapianto. Eliminare i primi frutti prodotti quando sono ancora di piccole dimensioni. A maturazione vira a colore rosso."
H553,107,12,Leguminose,Pisum,sativum,,Pisello,Pisello,Mezza rama,011110000000,10,0,50,60,60,giorni,1500,0,g/mq,0,0,0,"Affermata storica varietà di pisello a ciclo precoce con pianta coltivabile anche senza sostegno. Produce baccelli lunghi 10-12 cm. contenenti 7/8 grani di grande dolcezza e qualità. La produzione è molto abbondante e scalare. L’irrigazione è consigliata solo in caso di lunga siccità. Facilissimo da coltivare in tutti i tipi di terreno. Adatto alla surgelazione."
H329,759,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,A cuore,011111000000,40,0,100,75,80,giorni,250,0,g/unità,0,0,1,"Ha pianta molto sana e generosa, a ciclo medio tardivo, con frutti resistenti alle spaccature, che raggiungono facilmente i 300 gr di peso. Ha polpa tenera e gustosa, leggermente farinosa, con pochissimi semi e l’aroma genuino dei pomodori di una volta. Fantastico nella caprese! Resiste ad alcune malattie radicali ed a virus."
H336,367,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Ciliegino,011111000000,40,0,100,60,70,giorni,20,10,g/unità,0,0,1,"Ciliegino classico (20 gr), dal ciclo precoce, con pianta sana e produttiva, per serra e campo aperto. Grappoli con frutti sodi, dall’ottima resistenza a marciume apicale e buona alle spaccature. Per gli amanti del ciliegino poco dolce. Resiste ad alcune comuni malattie radicali."
H312,352,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Costoluto,011111000000,40,0,100,70,75,giorni,200,0,g/unità,0,0,1,"Varietà antica, molto ricercata in Toscana, si è ormai diffusa su tutto il territorio nazionale. Ha pianta medio tardiva, di buon vigore, molto produttiva, con frutti piatti, supercostoluti, che possono arrivare ai 200 gr di peso. È resistente a molte malattie radicali."
H335,375,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Da appendere,011111000000,40,0,100,60,100,giorni,25,50,g/unità,0,0,0,"Antica varietà campana da serbo, ideale per la conservazione invernale in grappoli. Le bacche di 20-30 gr. hanno buccia molto spessa e resistono bene al marciume apicale. La pianta ha buona resistenza alla siccità. Per una buona conservazione, irrigare con moderazione."
H307,384,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Da salsa,001111000000,30,0,100,70,80,giorni,100,50,g/unità,0,0,1,"È tra le prime varietà resistenti a Peronospora a frutto allungato. Varietà con pianta di buon vigore, e ciclo medio, poco sensibile a marciume apicale. Frutto allungato di alta qualità per passate, salse e sughi. Ampissima gamma di resistenza alle malattie radicali e fogliari, tra cui Peronospora e virosi."
H303,750,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Datterino,011111000000,40,0,100,60,70,giorni,15,0,g/unità,0,0,1,"Datterino dolce e polposo, con frutti di 10-15 gr. Molto produttivo, per serra e campo aperto. Le bacche sono di colore rosso acceso, molto uniforme, che mantengono anche in situazioni climatiche sfavorevoli. Buona la conservabilità e la tolleranza a marciume apicale ed alle spaccature. Buono sia crudo che per dolci salse. La pianta è estremamente forte e sana, grazie alla naturale resistenza a virus, malattie fogliari e molte patologie radicali."
H337,359,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Gigante,011111000000,40,0,100,75,80,giorni,600,100,g/unità,0,0,1,"Pomodoro antico molto apprezzato, con foglie “a patata”. I frutti, tipo “bistecca”, sono morbidi e a buccia sottile, tra i più gustosi in insalata. Polpa con pochi semi e bassa acidità. Bacche di 400-500 gr (con l’innesto supera il kg). Raccogliere rapidamente a maturazione. La pianta, poco vigorosa, si giova di abbondante concimazione organica e minerale. Il trapianto tra aprile e maggio favorisce una produzione più generosa."
H322,362,6,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,San Marzano,001111000000,40,0,100,70,90,giorni,130,30,g/unità,0,0,1,"Varietà di San Marzano molto forte e rustica, per serra e campo aperto, con pianta di buona vigoria ed elevata produttività, con bellisimi frutti di oltre 120 gr. Ottimo colore a viraggio e conservabilità delle bacche, particolarmente indicate per l’utilizzo da insalataro e per salse. Buona sanità contro le malattie, resiste ad alcune pericolose malattie radicali. Irrigare con costanza dalla fase di ingrossamento dei frutti, senza ristagni."
H328,381,4,Solanacee,Solanum,lycopersicum,,Pomodoro,Pomodoro,Tondo,011111000000,40,0,100,75,80,giorni,200,50,g/unità,0,0,1,"Pianta rustica e vigorosa, di facile coltivazione anche in serra, con fogliame ben coprente e buona produttività. I frutti di colore rosso vivo a viraggio, sono molto sodi, di ottimo sapore, conservabili e resistenti alle spaccature e a marciume apicale. La pezzatura delle bacche può superare i 200 gr. Ampia gamma di resistenze che comprendevirus e molte patologie radicali."
H504,91,12,Liliacee,Allium,porrum,,Porro,Porro,Gigante,001111111110,15,0,30,90,90,giorni,4000,0,g/mq,0,0,1,"Nuovo porro a ciclo precoce, con fusto di grosse dimensioni, tenero e privo di bulbo. Di facile coltivazione, si adatta a tutti i terreni. Si consiglia la rincalzatura fino all’attaccatura delle foglie, per un imbianchimento ottimale dei fusti. Consigliata la protezione con tessuto non tessuto nei trapianti da febbraio a maggio, per proteggere le piante dagli sbalzi termici e dalla mosca minatrice del porro."
H527,707,12,Liliacee,Allium,porrum,,Porro,Porro,Invernale,000111111000,15,0,30,120,120,giorni,3000,0,g/mq,0,0,1,"Porro gigante a ciclo tardivo, che permette la raccolta di fusti di ottima qualità sino a fine inverno, grazie alla grande resistenza alle basse temperature. Consigliata la protezione con tessuto non tessuto nei trapianti da febbraio a maggio, per proteggere le piante dagli sbalzi termici."
H115,113,6,Ombrellifere,Petroselinum,hortense,,Prezzemolo,Prezzemolo,Comune,111111111100,5,0,15,30,30,giorni,3000,0,g/mq,0,1,0,"Prezzemolo dal portamento compatto, dall’aroma delicato. Buona resistenza alle basse temperature. Irrigare dopo ogni taglio per velocizzare la ricrescita. Nei periodi caldi irrigare più frequentemente ma senza ristagni."
H117,111,6,Ombrellifere,Petroselinum,hortense,,Prezzemolo,Prezzemolo,Comune profumato,111111111100,5,0,15,20,20,giorni,3000,0,g/mq,0,1,0,"Prezzemolo molto vigoroso ed aromatico, che ricaccia molto rapidamente dopo il taglio. La buona resistenza al freddo permette di trapiantarlo già nei mesi invernali. Annaffiare generosamente dopo ogni taglio, per favorire una rapida ricrescita."
H118,708,6,Ombrellifere,Petroselinum,hortense,,Prezzemolo,Prezzemolo,Da radice,001111111000,10,0,30,100,100,giorni,3500,0,g/mq,0,1,0,"Il prezzemolo da radice (o tuberoso) è un ortaggio con molte virtù, di cui in cucina si utilizza tutto, non solo la radice! Le foglie infatti hanno un ottimo aroma, come il prezzemolo comune. La radice è bianca, simile alla carota ed ha un sapore che ricorda la pastinaca, ma ancora più gradevole. Crudo si usa grattugiato sulle pietanze e nelleinsalate miste; cotto in zuppe, abbinato al pesce e ai bolliti, ma anche fritto ed in puree."
H116,112,6,Ombrellifere,Petroselinum,crispum,,Prezzemolo,Prezzemolo,Riccio francese,011111111000,5,0,15,30,30,giorni,1500,0,g/mq,0,1,0,"Varietà con foglia fortemente arricciata, dall’aroma delicato, utilizzato soprattutto come ornamento delle portate. Nei periodi caldi irrigare più frequentemente ma senza ristagni."
H347,215,9,Composite,Cichorium,intybus,,Cicoria,Puntarelle,Di Galatina,001111111110,30,0,40,80,100,giorni,500,0,g/unità,0,0,0,"Selezione a maturazione abbastanza scalare, con cespo voluminoso. I germogli centrali, gustosissimi sono ottimi crudi in pinzimonio e in altre prelibate ricette. Le foglie esterne si mangiano cotte. Pronta in circa 90 giorni dal trapianto. Raccogliere rapidamente alla formazione dei germogli e consumare o conservare in frigorifero."
H365,207,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Chioggia autunnale,000011111110,30,0,40,70,70,giorni,500,0,g/unità,0,0,1,"Varietà per raccolte autunnali, dal sapore amarognolo. Pronto a circa 70 gg dal trapianto."
H354,210,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Chioggia invernale,000000111110,30,0,40,150,150,giorni,800,0,g/unità,0,0,0,"Radicchio a palla, dal sapore amarognolo. Si raccoglie a 150 giorni dal trapianto. Molto resistente al freddo. Voluminoso, può raggiungere gli 800 grammi."
H363,208,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Chioggia medio tardivo,000000111110,30,0,40,90,90,giorni,600,0,g/unità,0,0,0,"Tipico radicchio a palla, dal sapore amarognolo. Si raccoglie a 90 giorni dal trapianto. Resistente al freddo. Voluminoso. Cespi del peso di circa 600 g."
H350,206,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Chioggia precoce,011111111110,25,0,40,60,60,giorni,350,0,g/unità,0,0,1,"Varietà uniforme, dal tipico sapore amarognolo. Poco voluminoso, è pronto a circa 55 gg dal trapianto. Peso circa 350 g."
H367,209,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Chioggia tardivo,000000111110,30,0,40,110,110,giorni,700,0,g/unità,0,0,0,"Radicchio a palla, dal sapore amarognolo. Si raccoglie a 110 giorni dal trapianto. Molto resistente al freddo. Voluminoso. Cespi del peso di circa 700 g."
H360,194,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Treviso precoce,011011111110,25,0,40,70,70,giorni,350,0,g/unità,0,0,0,"Cicorie dal caratteristico sapore amarognolo. Ottimo al forno alla griglia e pinzimonio. Si raccoglie a 60-80 giorni dal trapianto. Peso 300-350 gr."
H370,195,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Treviso precoce autunnale,000000111110,30,0,40,110,110,giorni,500,0,g/unità,0,0,0,"Cicorie dal caratteristico sapore amarognolo. Ottimo al forno alla griglia e pinzimonio. Raccolta a 110 giorni dal trapianto. Resistente al freddo. Peso 350-400 gr."
H368,196,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Treviso tardivo,000000111110,25,0,40,100,100,giorni,200,0,g/unità,0,0,0,"Il radicchio trevigiano più pregiato, dalle foglie dolci e carnose. Raccoglibile a 100 giorni dal trapianto. Con la forzatura assume il sapore straordinario, che lo ha reso famoso nel mondo."
H373,784,9,Composite,Cichorium,intybus,,Cicoria,Radicchio,Rosso di Treviso tardivo invernale,000000111110,25,0,40,130,130,giorni,250,0,g/unità,0,0,0,"La migliore selezione di radicchio di Treviso tardivo per raccolta invernale. Ciclo di raccolta di circa 130 giorni. Buona tenuta alle basse temperature. Ineguagliabili il sapore dolce e la croccantezza, tipici del “re dei radicchi”."
